,Unnamed: 0,action,effectiveness,effectiveness_number
2144,2144,Put up signs to warn people about not feeding primates,Unknown effectiveness (limited evidence),1
2145,2145,Raise awareness amongst the general public,No evidence found (no assessment),1
2146,2146,Raise awareness amongst the general public through campaigns and public information,Awaiting assessment,1
2147,2147,Raise awareness amongst the general public through campaigns and public information,Likely to be beneficial,2
2148,2148,Raise awareness amongst the general public through campaigns and public information,No evidence found (no assessment),1
2149,2149,Raise awareness amongst the general public through campaigns and public information,Likely to be beneficial,2
2150,2150,Raise awareness amongst the public (general),Unknown effectiveness (limited evidence),1
2151,2151,Raise awareness amongst the public (problematic species),No evidence found (no assessment),1
2152,2152,Raise awareness amongst the public (wild fire),No evidence found (no assessment),1
2153,2153,Raise awareness through engaging volunteers in peatland management or monitoring,No evidence found (no assessment),1
2154,2154,Raise mowing height,Awaiting assessment,1
2155,2155,Raise mowing height on grasslands to benefit birds,Unknown effectiveness (limited evidence),1
2156,2156,Raise mowing height on grasslands to benefit farmland wildlife,Unknown effectiveness (limited evidence),1
2157,2157,Raise public awareness about marshes or swamps,No evidence found (no assessment),1
2158,2158,Raise water level (before/after planting),No evidence found (no assessment),1
2159,2159,Raise water level to prevent wild fires,No evidence found (no assessment),1
2160,2160,Raise water level to restore degraded brackish/saline swamps,No evidence found (no assessment),1
2161,2161,Raise water level to restore degraded brackish/salt marshes,Likely to be beneficial,2
2162,2162,Raise water level to restore degraded freshwater marshes,Trade-off between benefit and harms,1
2163,2163,Raise water level to restore degraded freshwater swamps,No evidence found (no assessment),1
2164,2164,Raise water level to restore/create brackish/saline swamps from other land uses,No evidence found (no assessment),1
2165,2165,Raise water level to restore/create brackish/salt marshes from other land uses,Unknown effectiveness (limited evidence),1
2166,2166,Raise water level to restore/create freshwater marshes from other land uses,Likely to be beneficial,2
2167,2167,Raise water level to restore/create freshwater swamps from other land uses,Unknown effectiveness (limited evidence),1
2168,2168,Raise water levels in ditches or grassland,Trade-off between benefit and harms,1
2169,2169,Raise water levels in ditches or grassland,Likely to be beneficial,2
2170,2170,Rake to control grass,Unknown effectiveness (limited evidence),1
2171,2171,Re-plant native forest,Awaiting assessment,1
2172,2172,Re-route paths to reduce habitat disturbance,Unknown effectiveness (limited evidence),1
2173,2173,"Re-route paths, control access or close paths",No evidence found (no assessment),1
2174,2174,Re-route vehicles around protected areas,No evidence found (no assessment),1
2175,2175,Re-seed grasslands,Unknown effectiveness (limited evidence),1
2176,2176,Re-use old roads rather than building new roads,No evidence found (no assessment),1
2177,2177,Re-wet moorland,No evidence found (no assessment),1
2178,2178,Rear and manage populations of solitary bees,Awaiting assessment,1
2179,2179,Rear declining bumblebees in captivity,Awaiting assessment,1
2180,2180,Recharge groundwater to restore wetland forest,No evidence found (no assessment),1
2181,2181,Recover eggs from injured or dead reptiles,Awaiting assessment,1
2182,2182,Recover lost fishing gear,No evidence found (no assessment),1
2183,2183,Recover lost or discarded fishing gear,No evidence found (no assessment),1
2184,2184,Recover lost or discarded fishing gear,No evidence found (no assessment),1
2185,2185,Recycle or repurpose fluids used in the drilling process,No evidence found (no assessment),1
2186,2186,Red-eared terrapin:  Application of a biocide,Unlikely to be beneficial,0
2187,2187,Red-eared terrapin:  Biological control using native predators,No evidence found (no assessment),1
2188,2188,Red-eared terrapin:  Direct removal of adults,Likely to be beneficial,2
2189,2189,Red-eared terrapin:  Draining invaded waterbodies,No evidence found (no assessment),1
2190,2190,Red-eared terrapin:  Public education,No evidence found (no assessment),1
2191,2191,Red-eared terrapin:  Search and removal using sniffer dogs,No evidence found (no assessment),1
2192,2192,Reduce ‘ghost fishing’ by lost/discarded gear,No evidence found (no assessment),1
2193,2193,Reduce adverse habitat alterations by excluding problematic aquatic species,Unknown effectiveness (limited evidence),1
2194,2194,Reduce adverse habitat alterations by excluding problematic terrestrial species,Likely to be beneficial,2
2195,2195,Reduce and/or eradicate aquaculture escapees in the wild,No evidence found (no assessment),1
2196,2196,Reduce aquaculture stocking densities,No evidence found (no assessment),1
2197,2197,Reduce bycatch by employing seasonal or area closures,No evidence found (no assessment),1
2198,2198,Reduce capacity of cooling water intake structures,No evidence found (no assessment),1
2199,2199,Reduce chemical inputs in grassland management,Likely to be beneficial,2
2200,2200,Reduce chemical inputs in permanent grassland management,Unknown effectiveness (limited evidence),1
2201,2201,Reduce competition between species by providing nest boxes,Unknown effectiveness (limited evidence),1
2202,2202,Reduce competition from native amphibians,Unknown effectiveness (limited evidence),1
2203,2203,Reduce conflict by deterring birds from taking crops using bird scarers,Likely to be beneficial,2
2204,2204,Reduce conflict by deterring birds from taking crops using repellents,Unknown effectiveness (limited evidence),1
2205,2205,Reduce cumulative heating effects of urban development by planting vegetation,No evidence found (no assessment),1
2206,2206,Reduce duration of fishing gear deployments,Awaiting assessment,1
2207,2207,Reduce duration of time fishing gear is in the water,Awaiting assessment,1
2208,2208,Reduce duration of time fishing gear is in the water,No evidence found (no assessment),1
2209,2209,"Reduce electrocutions by using plastic, not aluminium, leg rings to mark birds",Unlikely to be beneficial,0
2210,2210,Reduce erosion to increase seedling survival,No evidence found (no assessment),1
2211,2211,Reduce fertilizer or herbicide use near peatlands,No evidence found (no assessment),1
2212,2212,Reduce fertilizer or herbicide use: brackish/saline swamps,No evidence found (no assessment),1
2213,2213,Reduce fertilizer or herbicide use: brackish/salt marshes,No evidence found (no assessment),1
2214,2214,Reduce fertilizer or herbicide use: freshwater marshes,Unknown effectiveness (limited evidence),1
2215,2215,Reduce fertilizer or herbicide use: freshwater swamps,No evidence found (no assessment),1
2216,2216,Reduce fertilizer run-off into margins,Awaiting assessment,1
2217,2217,Reduce fertilizer use on nearby agricultural/forestry land,No evidence found (no assessment),1
2218,2218,"Reduce fertilizer, pesticide or herbicide use generally",Likely to be ineffective or harmful,0
2219,2219,"Reduce fertilizer, pesticide or herbicide use generally",Beneficial,2
2220,2220,Reduce field size (or maintain small fields),No evidence found (no assessment),1
2221,2221,Reduce field size (or maintain small fields),Unknown effectiveness (limited evidence),1
2222,2222,Reduce field size (or maintain small fields),No evidence found (no assessment),1
2223,2223,Reduce fish meal in diet,Awaiting assessment,1
2224,2224,Reduce frequency of cutting/mowing: brackish/salt marshes,No evidence found (no assessment),1
2225,2225,Reduce frequency of cutting/mowing: freshwater marshes,Likely to be beneficial,2
2226,2226,Reduce frequency of harvest (of wild biological resources),No evidence found (no assessment),1
2227,2227,Reduce frequency of hunting/collecting animals,No evidence found (no assessment),1
2228,2228,Reduce frequency of prescribed burning,No evidence found (no assessment),1
2229,2229,Reduce frequency of vegetation harvest: brackish/saline swamps,No evidence found (no assessment),1
2230,2230,Reduce frequency of vegetation harvest: brackish/salt marshes,No evidence found (no assessment),1
2231,2231,Reduce frequency of vegetation harvest: freshwater marshes,Likely to be beneficial,2
2232,2232,Reduce frequency of vegetation harvest: freshwater swamps,No evidence found (no assessment),1
2233,2233,Reduce garbage/solid waste to avoid primate injuries,No evidence found (no assessment),1
2234,2234,Reduce gillnet deployment time to reduce seabird bycatch,No evidence found (no assessment),1
2235,2235,Reduce grazing intensity,Likely to be beneficial,2
2236,2236,Reduce grazing intensity,Likely to be beneficial,2
2237,2237,Reduce grazing intensity on grassland (including seasonal removal of livestock),Likely to be ineffective or harmful,0
2238,2238,Reduce grazing intensity on pastures,Awaiting assessment,1
2239,2239,Reduce hammer energy during pile driving,No evidence found (no assessment),1
2240,2240,Reduce herbicide use on nearby agricultural/forestry land,No evidence found (no assessment),1
2241,2241,Reduce impact of amphibian trade,Likely to be beneficial,2
2242,2242,Reduce incidental mortality from birds being attracted to artificial lights,No evidence found (no assessment),1
2243,2243,Reduce intensity of cutting/mowing,No evidence found (no assessment),1
